Θユら戳,坝珇腹,戳る(秅),Θユ丁,Θユ基,Θユ计秖(B+S),る基,环る基,秨絃栋膙基 
20190921,MTX    ,201910     ,020204,10874,6,-,-, 
20190921,MTX    ,201910     ,020204,10875,2,-,-, 
20190921,MTX    ,201910     ,020204,10875,2,-,-, 
20190921,MTX    ,201910     ,020205,10876,12,-,-, 
20190921,MTX    ,201910     ,020205,10876,12,-,-, 
20190921,MTX    ,201910     ,020205,10876,4,-,-, 
20190921,MTX    ,201910     ,020205,10875,2,-,-, 
20190921,MTX    ,201910     ,020207,10874,2,-,-, 
20190921,MTX    ,201910     ,020208,10875,2,-,-, 
20190921,MTX    ,201910     ,020210,10874,2,-,-, 
20190921,MTX    ,201910     ,020210,10874,2,-,-, 
20190921,MTX    ,201910     ,020212,10874,2,-,-, 
20190921,MTX    ,201910     ,020213,10874,2,-,-, 
20190921,MTX    ,201910     ,020213,10873,2,-,-, 
20190921,MTX    ,201910     ,020214,10875,2,-,-, 
20190921,MTX    ,201910     ,020215,10874,2,-,-, 
20190921,MTX    ,201910     ,020217,10874,2,-,-, 
20190921,MTX    ,201910     ,020229,10874,4,-,-, 
20190921,MTX    ,201910     ,020230,10873,2,-,-, 
20190921,MTX    ,201910     ,020230,10873,2,-,-, 
20190921,MTX    ,201910     ,020230,10873,2,-,-, 
20190921,MTX    ,201910     ,020234,10873,2,-,-, 
20190921,MTX    ,201910     ,020238,10873,2,-,-, 
20190921,MTX    ,201910     ,020238,10873,2,-,-, 
20190921,MTX    ,201910     ,020243,10872,2,-,-, 
20190921,MTX    ,201910     ,020244,10872,2,-,-, 
20190921,MTX    ,201910     ,020244,10872,2,-,-, 
20190921,MTX    ,201910     ,020244,10872,2,-,-, 
20190921,MTX    ,201910     ,020244,10872,2,-,-, 
20190921,MTX    ,201910     ,020244,10872,2,-,-, 
20190921,MTX    ,201910     ,020244,10872,2,-,-, 
20190921,MTX    ,201910     ,020244,10872,2,-,-, 
20190921,MTX    ,201910     ,020244,10872,4,-,-, 
20190921,MTX    ,201910     ,020246,10872,2,-,-, 
20190921,MTX    ,201910     ,020249,10872,2,-,-, 
20190921,MTX    ,201910     ,020255,10872,12,-,-, 
20190921,MTX    ,201910     ,020258,10872,6,-,-, 
20190921,MTX    ,201910     ,020300,10872,2,-,-, 
20190921,MTX    ,201910     ,020305,10873,2,-,-, 
20190921,MTX    ,201910     ,020308,10872,4,-,-, 
20190921,MTX    ,201910     ,020310,10872,2,-,-, 
20190921,MTX    ,201910     ,020310,10872,2,-,-, 
20190921,MTX    ,201910     ,020312,10872,2,-,-, 
20190921,MTX    ,201910     ,020319,10872,2,-,-, 
20190921,MTX    ,201910     ,020319,10872,2,-,-, 
20190921,MTX    ,201910     ,020319,10872,4,-,-, 
20190921,MTX    ,201910     ,020319,10872,2,-,-, 
20190921,MTX    ,201910     ,020331,10872,2,-,-, 
20190921,MTX    ,201910     ,020334,10873,2,-,-, 
20190921,MTX    ,201910     ,020336,10872,2,-,-, 
20190921,MTX    ,201910     ,020337,10872,4,-,-, 
20190921,MTX    ,201910     ,020337,10871,2,-,-, 
20190921,MTX    ,201910     ,020337,10871,2,-,-, 
20190921,MTX    ,201910     ,020346,10871,2,-,-, 
20190921,MTX    ,201910     ,020347,10871,2,-,-, 
20190921,MTX    ,201910     ,020347,10871,2,-,-, 
20190921,MTX    ,201910     ,020349,10871,2,-,-, 
20190921,MTX    ,201910     ,020349,10871,2,-,-, 
20190921,MTX    ,201910     ,020349,10871,2,-,-, 
20190921,MTX    ,201910     ,020349,10871,2,-,-, 
20190921,MTX    ,201910     ,020349,10871,2,-,-, 
20190921,MTX    ,201910     ,020354,10870,2,-,-, 
20190921,MTX    ,201910     ,020410,10870,2,-,-, 
20190921,MTX    ,201910     ,020414,10870,2,-,-, 
20190921,MTX    ,201910     ,020417,10870,2,-,-, 
20190921,MTX    ,201910     ,020418,10870,2,-,-, 
20190921,MTX    ,201910     ,020425,10871,2,-,-, 
20190921,MTX    ,201910     ,020428,10870,2,-,-, 
20190921,MTX    ,201910     ,020428,10870,2,-,-, 
20190921,MTX    ,201910     ,020433,10871,2,-,-, 
20190921,MTX    ,201910     ,020433,10871,2,-,-, 
20190921,MTX    ,201910     ,020433,10871,4,-,-, 
20190921,MTX    ,201910     ,020433,10871,2,-,-, 
20190921,MTX    ,201910     ,020440,10871,2,-,-, 
20190921,MTX    ,201910     ,020440,10871,2,-,-, 
20190921,MTX    ,201910     ,020513,10871,2,-,-, 
20190921,MTX    ,201910     ,020513,10871,2,-,-, 
20190921,MTX    ,201910     ,020513,10871,2,-,-, 
20190921,MTX    ,201910     ,020513,10871,2,-,-, 
20190921,MTX    ,201910     ,020513,10871,2,-,-, 
20190921,MTX    ,201910     ,020513,10871,2,-,-, 
20190921,MTX    ,201910     ,020513,10871,2,-,-, 
20190921,MTX    ,201910     ,020513,10871,2,-,-, 
20190921,MTX    ,201910     ,020513,10871,2,-,-, 
20190921,MTX    ,201910     ,020513,10871,2,-,-, 
20190921,MTX    ,201910     ,020513,10871,2,-,-, 
20190921,MTX    ,201910     ,020513,10871,2,-,-, 
20190921,MTX    ,201910     ,020513,10870,8,-,-, 
20190921,MTX    ,201910     ,020513,10870,2,-,-, 
20190921,MTX    ,201910     ,020513,10870,2,-,-, 
20190921,MTX    ,201910     ,020513,10870,2,-,-, 
20190921,MTX    ,201910     ,020513,10870,2,-,-, 
20190921,MTX    ,201910     ,020513,10870,2,-,-, 
20190921,MTX    ,201910     ,020516,10871,2,-,-, 
20190921,MTX    ,201910     ,020523,10872,16,-,-, 
20190921,MTX    ,201910     ,020531,10871,2,-,-, 
20190921,MTX    ,201910     ,020537,10871,2,-,-, 
20190921,MTX    ,201910     ,020541,10871,8,-,-, 
20190921,MTX    ,201910     ,020554,10872,2,-,-, 
20190921,MTX    ,201910     ,020602,10872,2,-,-, 
20190921,MTX    ,201910     ,020602,10872,4,-,-, 
20190921,MTX    ,201910     ,020602,10872,6,-,-, 
20190921,MTX    ,201910     ,020619,10872,4,-,-, 
20190921,MTX    ,201910     ,020625,10872,2,-,-, 
20190921,MTX    ,201910     ,020625,10872,2,-,-, 
20190921,MTX    ,201910     ,020631,10871,2,-,-, 
20190921,MTX    ,201910     ,020639,10871,2,-,-, 
20190921,MTX    ,201910     ,020639,10871,2,-,-, 
20190921,MTX    ,201910     ,020639,10871,2,-,-, 
20190921,MTX    ,201910     ,020639,10871,2,-,-, 
20190921,MTX    ,201910     ,020645,10871,2,-,-, 
20190921,MTX    ,201910     ,020646,10871,2,-,-, 
20190921,MTX    ,201910     ,020652,10870,2,-,-, 
20190921,MTX    ,201910     ,020652,10870,2,-,-, 
20190921,MTX    ,201910     ,020652,10870,2,-,-, 
20190921,MTX    ,201910     ,020652,10870,2,-,-, 
20190921,MTX    ,201910     ,020652,10870,2,-,-, 
20190921,MTX    ,201910     ,020652,10870,2,-,-, 
20190921,MTX    ,201910     ,020652,10870,4,-,-, 
20190921,MTX    ,201910     ,020657,10870,2,-,-, 
20190921,MTX    ,201910     ,020659,10871,2,-,-, 
20190921,MTX    ,201910     ,020659,10871,2,-,-, 
20190921,MTX    ,201910     ,020700,10871,2,-,-, 
20190921,MTX    ,201910     ,020700,10871,2,-,-, 
20190921,MTX    ,201910     ,020700,10871,2,-,-, 
20190921,MTX    ,201910     ,020701,10871,2,-,-, 
20190921,MTX    ,201910     ,020701,10870,2,-,-, 
20190921,MTX    ,201910     ,020705,10870,2,-,-, 
20190921,MTX    ,201910     ,020709,10870,2,-,-, 
20190921,MTX    ,201910     ,020710,10870,2,-,-, 
20190921,MTX    ,201910     ,020711,10871,2,-,-, 
20190921,MTX    ,201910     ,020714,10871,2,-,-, 
20190921,MTX    ,201910     ,020716,10870,2,-,-, 
20190921,MTX    ,201910     ,020718,10871,2,-,-, 
20190921,MTX    ,201910     ,020735,10870,2,-,-, 
20190921,MTX    ,201910     ,020741,10870,2,-,-, 
20190921,MTX    ,201910     ,020741,10870,2,-,-, 
20190921,MTX    ,201910     ,020741,10870,2,-,-, 
20190921,MTX    ,201910     ,020741,10870,2,-,-, 
20190921,MTX    ,201910     ,020755,10870,2,-,-, 
20190921,MTX    ,201910     ,020755,10870,2,-,-, 
20190921,MTX    ,201910     ,020755,10870,2,-,-, 
20190921,MTX    ,201910     ,020755,10870,2,-,-, 
20190921,MTX    ,201910     ,020755,10870,2,-,-, 
20190921,MTX    ,201910     ,020755,10870,2,-,-, 
20190921,MTX    ,201910     ,020755,10870,2,-,-, 
20190921,MTX    ,201910     ,020755,10870,2,-,-, 
20190921,MTX    ,201910     ,020755,10870,2,-,-, 
20190921,MTX    ,201910     ,020755,10870,2,-,-, 
20190921,MTX    ,201910     ,020759,10869,2,-,-, 
20190921,MTX    ,201910     ,020800,10869,4,-,-, 
20190921,MTX    ,201910     ,020801,10870,6,-,-, 
20190921,MTX    ,201910     ,020806,10870,2,-,-, 
20190921,MTX    ,201910     ,020808,10869,2,-,-, 
20190921,MTX    ,201910     ,020808,10869,10,-,-, 
20190921,MTX    ,201910     ,020808,10869,2,-,-, 
20190921,MTX    ,201910     ,020808,10869,2,-,-, 
20190921,MTX    ,201910     ,020808,10869,2,-,-, 
20190921,MTX    ,201910     ,020808,10869,2,-,-, 
20190921,MTX    ,201910     ,020808,10869,2,-,-, 
20190921,MTX    ,201910     ,020808,10869,2,-,-, 
20190921,MTX    ,201910     ,020809,10869,2,-,-, 
20190921,MTX    ,201910     ,020810,10869,2,-,-, 
20190921,MTX    ,201910     ,020814,10869,2,-,-, 
20190921,MTX    ,201910     ,020815,10868,2,-,-, 
20190921,MTX    ,201910     ,020816,10869,2,-,-, 
20190921,MTX    ,201910     ,020817,10869,2,-,-, 
20190921,MTX    ,201910     ,020820,10869,2,-,-, 
20190921,MTX    ,201910     ,020827,10869,4,-,-, 
20190921,MTX    ,201910     ,020831,10869,2,-,-, 
20190921,MTX    ,201910     ,020839,10868,2,-,-, 
20190921,MTX    ,201910     ,020839,10868,2,-,-, 
20190921,MTX    ,201910     ,020840,10869,2,-,-, 
20190921,MTX    ,201910     ,020847,10868,2,-,-, 
20190921,MTX    ,201910     ,020847,10868,2,-,-, 
20190921,MTX    ,201910     ,020847,10868,2,-,-, 
20190921,MTX    ,201910     ,020847,10868,2,-,-, 
20190921,MTX    ,201910     ,020847,10868,4,-,-, 
20190921,MTX    ,201910     ,020847,10868,4,-,-, 
20190921,MTX    ,201910     ,020847,10868,2,-,-, 
20190921,MTX    ,201910     ,020847,10868,2,-,-, 
20190921,MTX    ,201910     ,020848,10868,2,-,-, 
20190921,MTX    ,201910     ,020849,10867,2,-,-, 
20190921,MTX    ,201910     ,020852,10868,2,-,-, 
20190921,MTX    ,201910     ,020856,10868,16,-,-, 
20190921,MTX    ,201910     ,020858,10868,2,-,-, 
20190921,MTX    ,201910     ,020859,10869,2,-,-, 
20190921,MTX    ,201910     ,020859,10868,2,-,-, 
20190921,MTX    ,201910     ,020904,10869,4,-,-, 
20190921,MTX    ,201910     ,020904,10869,4,-,-, 
20190921,MTX    ,201910     ,020910,10869,2,-,-, 
20190921,MTX    ,201910     ,020911,10869,2,-,-, 
20190921,MTX    ,201910     ,020917,10870,2,-,-, 
20190921,MTX    ,201910     ,020918,10870,2,-,-, 
20190921,MTX    ,201910     ,020923,10870,2,-,-, 
20190921,MTX    ,201910     ,020929,10870,2,-,-, 
20190921,MTX    ,201910     ,020930,10870,2,-,-, 
20190921,MTX    ,201910     ,020936,10871,2,-,-, 
20190921,MTX    ,201910     ,020954,10871,2,-,-, 
20190921,MTX    ,201910     ,020957,10870,2,-,-, 
20190921,MTX    ,201910     ,021002,10870,2,-,-, 
20190921,MTX    ,201910     ,021003,10870,2,-,-, 
20190921,MTX    ,201910     ,021004,10870,2,-,-, 
20190921,MTX    ,201910     ,021004,10870,2,-,-, 
20190921,MTX    ,201910     ,021010,10869,2,-,-, 
20190921,MTX    ,201910     ,021010,10869,2,-,-, 
20190921,MTX    ,201910     ,021010,10869,2,-,-, 
20190921,MTX    ,201910     ,021010,10869,2,-,-, 
20190921,MTX    ,201910     ,021010,10869,2,-,-, 
20190921,MTX    ,201910     ,021010,10869,2,-,-, 
20190921,MTX    ,201910     ,021010,10869,2,-,-, 
20190921,MTX    ,201910     ,021010,10869,2,-,-, 
20190921,MTX    ,201910     ,021011,10871,2,-,-, 
20190921,MTX    ,201910     ,021017,10870,2,-,-, 
20190921,MTX    ,201910     ,021024,10870,2,-,-, 
20190921,MTX    ,201910     ,021028,10870,2,-,-, 
20190921,MTX    ,201910     ,021028,10870,2,-,-, 
20190921,MTX    ,201910     ,021028,10870,2,-,-, 
20190921,MTX    ,201910     ,021028,10870,2,-,-, 
20190921,MTX    ,201910     ,021028,10870,2,-,-, 
20190921,MTX    ,201910     ,021044,10871,2,-,-, 
20190921,MTX    ,201910     ,021053,10870,2,-,-, 
20190921,MTX    ,201910     ,021053,10870,2,-,-, 
20190921,MTX    ,201910     ,021054,10869,2,-,-, 
20190921,MTX    ,201910     ,021057,10870,2,-,-, 
20190921,MTX    ,201910     ,021059,10870,2,-,-, 
20190921,MTX    ,201910     ,021116,10870,2,-,-, 
20190921,MTX    ,201910     ,021120,10869,2,-,-, 
20190921,MTX    ,201910     ,021120,10869,2,-,-, 
20190921,MTX    ,201910     ,021126,10870,2,-,-, 
20190921,MTX    ,201910     ,021128,10871,2,-,-, 
20190921,MTX    ,201910     ,021135,10870,2,-,-, 
20190921,MTX    ,201910     ,021135,10870,2,-,-, 
20190921,MTX    ,201910     ,021146,10870,2,-,-, 
20190921,MTX    ,201910     ,021149,10869,2,-,-, 
20190921,MTX    ,201910     ,021149,10869,2,-,-, 
20190921,MTX    ,201910     ,021149,10869,2,-,-, 
20190921,MTX    ,201910     ,021149,10869,2,-,-, 
20190921,MTX    ,201910     ,021149,10869,2,-,-, 
20190921,MTX    ,201910     ,021149,10869,2,-,-, 
20190921,MTX    ,201910     ,021149,10869,4,-,-, 
20190921,MTX    ,201910     ,021149,10869,2,-,-, 
20190921,MTX    ,201910     ,021159,10870,2,-,-, 
20190921,MTX    ,201910     ,021214,10869,2,-,-, 
20190921,MTX    ,201910     ,021214,10869,4,-,-, 
20190921,MTX    ,201910     ,021214,10869,2,-,-, 
20190921,MTX    ,201910     ,021216,10869,2,-,-, 
20190921,MTX    ,201910     ,021221,10869,2,-,-, 
20190921,MTX    ,201910     ,021223,10869,2,-,-, 
20190921,MTX    ,201910     ,021226,10869,2,-,-, 
20190921,MTX    ,201910     ,021255,10869,4,-,-, 
20190921,MTX    ,201910     ,021301,10869,2,-,-, 
20190921,MTX    ,201910     ,021303,10869,2,-,-, 
20190921,MTX    ,201910     ,021310,10869,2,-,-, 
20190921,MTX    ,201910     ,021310,10869,2,-,-, 
20190921,MTX    ,201910     ,021310,10869,2,-,-, 
20190921,MTX    ,201910     ,021310,10869,2,-,-, 
20190921,MTX    ,201910     ,021318,10870,2,-,-, 
20190921,MTX    ,201910     ,021320,10870,2,-,-, 
20190921,MTX    ,201910     ,021320,10869,2,-,-, 
20190921,MTX    ,201910     ,021330,10869,2,-,-, 
20190921,MTX    ,201910     ,021331,10869,2,-,-, 
20190921,MTX    ,201910     ,021331,10869,2,-,-, 
20190921,MTX    ,201910     ,021333,10869,2,-,-, 
20190921,MTX    ,201910     ,021339,10869,2,-,-, 
20190921,MTX    ,201910     ,021339,10868,2,-,-, 
20190921,MTX    ,201910     ,021347,10869,2,-,-, 
20190921,MTX    ,201910     ,021347,10869,2,-,-, 
20190921,MTX    ,201910     ,021349,10868,2,-,-, 
20190921,MTX    ,201910     ,021352,10869,2,-,-, 
20190921,MTX    ,201910     ,021353,10870,2,-,-, 
20190921,MTX    ,201910     ,021353,10870,2,-,-, 
20190921,MTX    ,201910     ,021405,10870,2,-,-, 
20190921,MTX    ,201910     ,021409,10870,2,-,-, 
20190921,MTX    ,201910     ,021415,10870,2,-,-, 
20190921,MTX    ,201910     ,021416,10870,2,-,-, 
20190921,MTX    ,201910     ,021418,10869,2,-,-, 
20190921,MTX    ,201910     ,021423,10869,2,-,-, 
20190921,MTX    ,201910     ,021426,10868,2,-,-, 
20190921,MTX    ,201910     ,021433,10869,2,-,-, 
20190921,MTX    ,201910     ,021439,10869,4,-,-, 
20190921,MTX    ,201910     ,021450,10869,2,-,-, 
20190921,MTX    ,201910     ,021452,10869,2,-,-, 
20190921,MTX    ,201910     ,021505,10869,4,-,-, 
20190921,MTX    ,201910     ,021506,10869,4,-,-, 
20190921,MTX    ,201910     ,021508,10869,2,-,-, 
20190921,MTX    ,201910     ,021515,10870,4,-,-, 
20190921,MTX    ,201910     ,021523,10870,2,-,-, 
20190921,MTX    ,201910     ,021534,10871,2,-,-, 
20190921,MTX    ,201910     ,021537,10871,2,-,-, 
20190921,MTX    ,201910     ,021538,10870,2,-,-, 
20190921,MTX    ,201910     ,021538,10871,2,-,-, 
20190921,MTX    ,201910     ,021539,10871,2,-,-, 
20190921,MTX    ,201910     ,021539,10871,2,-,-, 
20190921,MTX    ,201910     ,021540,10871,2,-,-, 
20190921,MTX    ,201910     ,021546,10871,10,-,-, 
20190921,MTX    ,201910     ,021553,10871,2,-,-, 
20190921,MTX    ,201910     ,021556,10871,2,-,-, 
20190921,MTX    ,201910     ,021558,10870,2,-,-, 
20190921,MTX    ,201910     ,021607,10870,2,-,-, 
20190921,MTX    ,201910     ,021607,10870,2,-,-, 
20190921,MTX    ,201910     ,021607,10870,2,-,-, 
20190921,MTX    ,201910     ,021607,10870,2,-,-, 
20190921,MTX    ,201910     ,021607,10870,2,-,-, 
20190921,MTX    ,201910     ,021607,10870,2,-,-, 
20190921,MTX    ,201910     ,021613,10871,2,-,-, 
20190921,MTX    ,201910     ,021617,10871,2,-,-, 
20190921,MTX    ,201910     ,021618,10871,2,-,-, 
20190921,MTX    ,201910     ,021618,10872,2,-,-, 
20190921,MTX    ,201910     ,021622,10872,4,-,-, 
20190921,MTX    ,201910     ,021626,10872,2,-,-, 
20190921,MTX    ,201910     ,021626,10872,2,-,-, 
20190921,MTX    ,201910     ,021627,10871,2,-,-, 
20190921,MTX    ,201910     ,021630,10872,2,-,-, 
20190921,MTX    ,201910     ,021632,10872,2,-,-, 
20190921,MTX    ,201910     ,021634,10872,2,-,-, 
20190921,MTX    ,201910     ,021634,10872,2,-,-, 
20190921,MTX    ,201910     ,021636,10872,2,-,-, 
20190921,MTX    ,201910     ,021637,10872,2,-,-, 
20190921,MTX    ,201910     ,021637,10872,2,-,-, 
20190921,MTX    ,201910     ,021637,10872,2,-,-, 
20190921,MTX    ,201910     ,021638,10872,2,-,-, 
20190921,MTX    ,201910     ,021640,10872,2,-,-, 
20190921,MTX    ,201910     ,021640,10872,2,-,-, 
20190921,MTX    ,201910     ,021641,10871,2,-,-, 
20190921,MTX    ,201910     ,021644,10872,4,-,-, 
20190921,MTX    ,201910     ,021657,10872,2,-,-, 
20190921,MTX    ,201910     ,021702,10871,2,-,-, 
20190921,MTX    ,201910     ,021702,10871,2,-,-, 
20190921,MTX    ,201910     ,021702,10871,2,-,-, 
20190921,MTX    ,201910     ,021702,10871,2,-,-, 
20190921,MTX    ,201910     ,021702,10871,2,-,-, 
20190921,MTX    ,201910     ,021702,10871,4,-,-, 
20190921,MTX    ,201910     ,021702,10871,2,-,-, 
20190921,MTX    ,201910     ,021702,10871,2,-,-, 
20190921,MTX    ,201910     ,021705,10871,2,-,-, 
20190921,MTX    ,201910     ,021734,10872,2,-,-, 
20190921,MTX    ,201910     ,021734,10871,2,-,-, 
20190921,MTX    ,201910     ,021739,10872,2,-,-, 
20190921,MTX    ,201910     ,021739,10872,4,-,-, 
20190921,MTX    ,201910     ,021746,10872,2,-,-, 
20190921,MTX    ,201910     ,021746,10873,4,-,-, 
20190921,MTX    ,201910     ,021803,10873,2,-,-, 
20190921,MTX    ,201910     ,021811,10872,2,-,-, 
20190921,MTX    ,201910     ,021811,10872,2,-,-, 
20190921,MTX    ,201910     ,021811,10872,4,-,-, 
20190921,MTX    ,201910     ,021811,10872,2,-,-, 
20190921,MTX    ,201910     ,021811,10872,4,-,-, 
20190921,MTX    ,201910     ,021811,10872,2,-,-, 
20190921,MTX    ,201910     ,021811,10872,2,-,-, 
20190921,MTX    ,201910     ,021811,10872,2,-,-, 
20190921,MTX    ,201910     ,021815,10872,2,-,-, 
20190921,MTX    ,201910     ,021816,10872,2,-,-, 
20190921,MTX    ,201910     ,021817,10872,2,-,-, 
20190921,MTX    ,201910     ,021833,10872,4,-,-, 
20190921,MTX    ,201910     ,021835,10871,2,-,-, 
20190921,MTX    ,201910     ,021845,10871,2,-,-, 
20190921,MTX    ,201910     ,021848,10872,2,-,-, 
20190921,MTX    ,201910     ,021853,10871,2,-,-, 
20190921,MTX    ,201910     ,021853,10871,2,-,-, 
20190921,MTX    ,201910     ,021853,10871,2,-,-, 
20190921,MTX    ,201910     ,021853,10871,2,-,-, 
20190921,MTX    ,201910     ,021853,10871,2,-,-, 
20190921,MTX    ,201910     ,021853,10871,2,-,-, 
20190921,MTX    ,201910     ,021853,10871,2,-,-, 
20190921,MTX    ,201910     ,021853,10871,4,-,-, 
20190921,MTX    ,201910     ,021853,10871,2,-,-, 
20190921,MTX    ,201910     ,021857,10870,6,-,-, 
20190921,MTX    ,201910     ,021857,10870,10,-,-, 
20190921,MTX    ,201910     ,021857,10870,2,-,-, 
20190921,MTX    ,201910     ,021857,10870,2,-,-, 
20190921,MTX    ,201910     ,021857,10870,2,-,-, 
20190921,MTX    ,201910     ,021857,10870,4,-,-, 
20190921,MTX    ,201910     ,021857,10870,6,-,-, 
20190921,MTX    ,201910     ,021857,10870,2,-,-, 
20190921,MTX    ,201910     ,021857,10870,2,-,-, 
20190921,MTX    ,201910     ,021857,10870,2,-,-, 
20190921,MTX    ,201910     ,021857,10870,4,-,-, 
20190921,MTX    ,201910     ,021857,10870,2,-,-, 
20190921,MTX    ,201910     ,021857,10870,2,-,-, 
20190921,MTX    ,201910     ,021859,10869,2,-,-, 
20190921,MTX    ,201910     ,021909,10869,2,-,-, 
20190921,MTX    ,201910     ,021910,10870,2,-,-, 
20190921,MTX    ,201910     ,021911,10870,2,-,-, 
20190921,MTX    ,201910     ,021912,10870,2,-,-, 
20190921,MTX    ,201910     ,021913,10870,2,-,-, 
20190921,MTX    ,201910     ,021915,10870,2,-,-, 
20190921,MTX    ,201910     ,021931,10871,2,-,-, 
20190921,MTX    ,201910     ,021939,10871,2,-,-, 
20190921,MTX    ,201910     ,021943,10872,2,-,-, 
20190921,MTX    ,201910     ,021945,10871,2,-,-, 
20190921,MTX    ,201910     ,021945,10871,6,-,-, 
20190921,MTX    ,201910     ,021947,10871,2,-,-, 
20190921,MTX    ,201910     ,021957,10871,2,-,-, 
20190921,MTX    ,201910     ,022022,10871,2,-,-, 
20190921,MTX    ,201910     ,022041,10872,4,-,-, 
20190921,MTX    ,201910     ,022041,10872,10,-,-, 
20190921,MTX    ,201910     ,022043,10871,4,-,-, 
20190921,MTX    ,201910     ,022059,10873,2,-,-, 
20190921,MTX    ,201910     ,022104,10873,12,-,-, 
20190921,MTX    ,201910     ,022105,10874,8,-,-, 
20190921,MTX    ,201910     ,022105,10874,10,-,-, 
20190921,MTX    ,201910     ,022105,10874,2,-,-, 
20190921,MTX    ,201910     ,022107,10875,2,-,-, 
20190921,MTX    ,201910     ,022109,10874,2,-,-, 
20190921,MTX    ,201910     ,022113,10874,2,-,-, 
20190921,MTX    ,201910     ,022115,10874,2,-,-, 
20190921,MTX    ,201910     ,022117,10873,4,-,-, 
20190921,MTX    ,201910     ,022119,10873,2,-,-, 
20190921,MTX    ,201910     ,022127,10874,2,-,-, 
20190921,MTX    ,201910     ,022127,10874,2,-,-, 
20190921,MTX    ,201910     ,022127,10874,2,-,-, 
20190921,MTX    ,201910     ,022137,10874,2,-,-, 
20190921,MTX    ,201910     ,022138,10874,2,-,-, 
20190921,MTX    ,201910     ,022139,10874,2,-,-, 
20190921,MTX    ,201910     ,022142,10875,16,-,-, 
20190921,MTX    ,201910     ,022142,10875,6,-,-, 
20190921,MTX    ,201910     ,022143,10875,6,-,-, 
20190921,MTX    ,201910     ,022143,10875,6,-,-, 
20190921,MTX    ,201910     ,022143,10875,12,-,-, 
20190921,MTX    ,201910     ,022144,10875,2,-,-, 
20190921,MTX    ,201910     ,022145,10876,2,-,-, 
20190921,MTX    ,201910     ,022145,10876,8,-,-, 
20190921,MTX    ,201910     ,022146,10876,2,-,-, 
20190921,MTX    ,201910     ,022146,10876,2,-,-, 
20190921,MTX    ,201910     ,022146,10876,2,-,-, 
20190921,MTX    ,201910     ,022150,10876,2,-,-, 
20190921,MTX    ,201910     ,022154,10876,2,-,-, 
20190921,MTX    ,201910     ,022156,10876,2,-,-, 
20190921,MTX    ,201910     ,022200,10875,2,-,-, 
20190921,MTX    ,201910     ,022205,10875,2,-,-, 
20190921,MTX    ,201910     ,022207,10874,2,-,-, 
20190921,MTX    ,201910     ,022207,10874,2,-,-, 
20190921,MTX    ,201910     ,022207,10874,2,-,-, 
20190921,MTX    ,201910     ,022207,10874,2,-,-, 
20190921,MTX    ,201910     ,022207,10874,2,-,-, 
20190921,MTX    ,201910     ,022207,10874,2,-,-, 
20190921,MTX    ,201910     ,022225,10874,10,-,-, 
20190921,MTX    ,201910     ,022233,10874,2,-,-, 
20190921,MTX    ,201910     ,022233,10875,4,-,-, 
20190921,MTX    ,201910     ,022246,10875,2,-,-, 
20190921,MTX    ,201910     ,022249,10875,2,-,-, 
20190921,MTX    ,201910     ,022253,10875,2,-,-, 
20190921,MTX    ,201910     ,022255,10875,2,-,-, 
20190921,MTX    ,201910     ,022259,10875,2,-,-, 
20190921,MTX    ,201910     ,022307,10875,14,-,-, 
20190921,MTX    ,201910     ,022307,10875,2,-,-, 
20190921,MTX    ,201910     ,022307,10875,2,-,-, 
20190921,MTX    ,201910     ,022307,10875,4,-,-, 
20190921,MTX    ,201910     ,022316,10875,2,-,-, 
20190921,MTX    ,201910     ,022319,10875,2,-,-, 
20190921,MTX    ,201910     ,022321,10875,2,-,-, 
20190921,MTX    ,201910     ,022323,10875,2,-,-, 
20190921,MTX    ,201910     ,022325,10875,2,-,-, 
20190921,MTX    ,201910     ,022327,10875,2,-,-, 
20190921,MTX    ,201910     ,022339,10875,2,-,-, 
20190921,MTX    ,201910     ,022344,10876,2,-,-, 
20190921,MTX    ,201910     ,022405,10875,2,-,-, 
20190921,MTX    ,201910     ,022417,10875,2,-,-, 
20190921,MTX    ,201910     ,022418,10876,6,-,-, 
20190921,MTX    ,201910     ,022423,10875,2,-,-, 
20190921,MTX    ,201910     ,022427,10875,2,-,-, 
20190921,MTX    ,201910     ,022433,10876,2,-,-, 
20190921,MTX    ,201910     ,022436,10876,2,-,-, 
20190921,MTX    ,201910     ,022437,10875,2,-,-, 
20190921,MTX    ,201910     ,022437,10875,2,-,-, 
20190921,MTX    ,201910     ,022448,10875,2,-,-, 
20190921,MTX    ,201910     ,022448,10875,2,-,-, 
20190921,MTX    ,201910     ,022501,10875,8,-,-, 
20190921,MTX    ,201910     ,022502,10875,4,-,-, 
20190921,MTX    ,201910     ,022507,10875,2,-,-, 
20190921,MTX    ,201910     ,022528,10875,2,-,-, 
20190921,MTX    ,201910     ,022543,10875,2,-,-, 
20190921,MTX    ,201910     ,022545,10875,2,-,-, 
20190921,MTX    ,201910     ,022546,10876,2,-,-, 
20190921,MTX    ,201910     ,022547,10875,4,-,-, 
20190921,MTX    ,201910     ,022547,10875,2,-,-, 
20190921,MTX    ,201910     ,022547,10875,14,-,-, 
20190921,MTX    ,201910     ,022547,10875,2,-,-, 
20190921,MTX    ,201910     ,022547,10875,2,-,-, 
